Mon Dec 16 00:41:04 2019,10006,1,7.8,-7.97,-2.01,2.14,-2.79,1.89,2
Mon Dec 16 00:41:04 2019,10007,1,7.77,-8.01,-1.98,1.44,-3.59,2,2
Mon Dec 16 00:41:04 2019,10008,1,7.78,-8.08,-2.02,1.67,-2.95,-0.05,2
Mon Dec 16 00:41:04 2019,10009,1,7.83,-7.92,-2.05,0.7,-2.96,0.79,2
Mon Dec 16 00:41:04 2019,10010,1,7.86,-8.03,-2.05,1.67,-2.95,-1.23,2
Mon Dec 16 00:41:04 2019,10011,1,7.78,-7.93,-1.96,1.82,-2.96,0.34,2
Mon Dec 16 00:41:04 2019,10012,1,7.8,-8,-1.96,2.21,-3.34,0.47,2
Mon Dec 16 00:41:04 2019,10013,1,7.73,-8.08,-2.01,3.08,-3.31,0.27,2
Mon Dec 16 00:41:04 2019,10014,1,7.74,-7.87,-2,1.82,-4.02,1.2,2
Mon Dec 16 00:41:04 2019,10015,1,7.73,-8.08,-2.06,1.77,-4.14,1.38,2
Mon Dec 16 00:41:04 2019,10016,1,7.82,-8.06,-2.07,1.9,-2.36,-1.73,2
Mon Dec 16 00:41:04 2019,10017,1,7.73,-7.96,-2.15,2.9,-2.24,-2.26,2
Mon Dec 16 00:41:04 2019,10018,1,7.78,-7.97,-2.14,1.35,-2.24,0.63,2
Mon Dec 16 00:41:04 2019,10019,1,7.8,-7.9,-1.91,3.56,-2.98,0.96,2
Mon Dec 16 00:41:04 2019,10020,1,7.68,-8.01,-1.99,2.27,-2.66,2.22,2
Mon Dec 16 00:41:04 2019,10021,1,7.77,-8.03,-2.03,1.1,-1.11,-1.6,2
Mon Dec 16 00:41:04 2019,10022,1,7.85,-7.96,-2,2.92,-2.82,-1.32,2
Mon Dec 16 00:41:05 2019,10023,1,7.69,-7.92,-2.04,1.53,-4.11,3.96,2
Mon Dec 16 00:41:05 2019,10024,1,7.77,-8.05,-1.95,1.35,-3.32,-0.11,2
Mon Dec 16 00:41:05 2019,10025,1,7.7,-8.05,-2.08,3.66,-1.92,-2.65,2
Mon Dec 16 00:41:05 2019,10026,1,7.77,-7.84,-2.14,1.29,-1.91,0.23,2
Mon Dec 16 00:41:05 2019,10027,1,7.75,-8.09,-1.99,1.66,-1.87,-0.12,2
Mon Dec 16 00:41:05 2019,10028,1,7.79,-7.95,-1.87,3.25,-3.07,0.34,2
Mon Dec 16 00:41:05 2019,10029,1,7.71,-8,-1.96,2.42,-3.42,0.57,2
Mon Dec 16 00:41:05 2019,10030,1,7.71,-8.03,-1.98,1.72,-2.98,-0.34,2
Mon Dec 16 00:41:05 2019,10031,1,7.84,-7.86,-2.08,1.47,-2.36,-0.39,2
Mon Dec 16 00:41:05 2019,10032,1,7.75,-8.06,-2.03,2,-2.15,0.01,2
Mon Dec 16 00:41:05 2019,10033,1,7.76,-7.96,-1.97,1.59,-2.24,-1.04,2
Mon Dec 16 00:41:05 2019,10034,1,7.76,-7.93,-1.9,2.9,-2.15,-1.12,2
Mon Dec 16 00:41:05 2019,10035,1,7.73,-8.05,-2.03,1.64,-2.23,-0.61,2
Mon Dec 16 00:41:05 2019,10036,1,7.87,-7.9,-1.97,0.91,-2.87,0.45,2
Mon Dec 16 00:41:05 2019,10037,1,7.72,-8,-1.95,3.77,-3.15,-0.44,2
Mon Dec 16 00:41:05 2019,10038,1,7.75,-7.91,-1.97,1.78,-3.33,1.16,2
Mon Dec 16 00:41:05 2019,10039,1,7.7,-8.04,-2.01,3.08,-2.64,-0.82,2
Mon Dec 16 00:41:06 2019,10040,1,7.85,-7.97,-1.97,1.97,-3.16,0.65,2
Mon Dec 16 00:41:06 2019,10041,1,7.74,-7.9,-1.93,2.31,-2.64,-0.47,2
Mon Dec 16 00:41:06 2019,10042,1,7.83,-7.94,-1.96,2.4,-3.59,0.27,2
Mon Dec 16 00:41:06 2019,10043,1,7.76,-7.93,-1.97,1.68,-3,-0.36,2
Mon Dec 16 00:41:06 2019,10044,1,7.75,-8.02,-2.01,1.8,-2.28,-1.09,2
Mon Dec 16 00:41:06 2019,10045,1,7.93,-7.94,-2.04,1.53,-2.24,-0.83,2
Mon Dec 16 00:41:06 2019,10046,1,7.81,-7.94,-2.03,2.03,-3.14,1.24,2
Mon Dec 16 00:41:06 2019,10047,1,7.74,-8.06,-1.98,0.92,-1.84,-0.17,2
